,시군구,환경지표_score
300,성동구,38.34684585486745
301,강동구,55.14826653218568
302,강동구,55.14826653218568
303,동대문구,58.57481779644922
304,동대문구,58.57481779644922
305,강남구,19.071216500868555
306,노원구,73.82736650264715
307,중랑구,98.7011022964834
308,강북구,105.36993886865436
309,성북구,50.47278696655239
310,마포구,36.21928010941029
311,마포구,36.21928010941029
312,강서구,77.83118571908382
313,강서구,77.83118571908382
314,중구,35.48083657280671
315,도봉구,89.94662719895763
316,동대문구,58.57481779644922
317,동대문구,58.57481779644922
318,강남구,19.071216500868555
319,동대문구,58.57481779644922
